date,open,high,low,close,volume,Name
07-02-2018,273.64,279.7,268.04,272.21,4780612,CMG
07-02-2018,175.9,179.67,172.565,172.74,2542207,CMI
07-02-2018,42.18,42.75,42.07,42.16,3442954,CMS
07-02-2018,103.01,107.09,103.01,104.38,3105225,CNC
07-02-2018,26.31,26.84,26.25,26.36,5097663,CNP
07-02-2018,97.91,99.63,97.89,98.12,2481284,COF
07-02-2018,24.54,24.66,23.35,23.37,8007593,COG
07-02-2018,134.76,136.84,134.65,135.4,1662641,COL
07-02-2018,228.35,233.26,227.05,230.47,393066,COO
07-02-2018,56.06,56.9701,55.63,55.63,7721650,COP
07-02-2018,184.6,186.19,183.07,183.19,2594822,COST
07-02-2018,17.4,17.66,17.15,17.48,13399513,COTY
07-02-2018,45,45.8,44.78,44.8,1605078,CPB
07-02-2018,109.07,112.29,108.81,110.05,4515370,CRM
07-02-2018,40.31,41.206,40.03,40.34,32690837,CSCO
07-02-2018,30.37,31.56,30.35,31.35,1626253,CSRA
07-02-2018,53.38,54.36,52.94,52.97,6496219,CSX
07-02-2018,155.72,159.46,155.49,156.6,664085,CTAS
07-02-2018,17.01,17.39,16.97,17.06,8378711,CTL
07-02-2018,76.63,79.28,76.5,76.52,7112616,CTSH
07-02-2018,88.55,89.33,87.42,87.6,2263967,CTXS
07-02-2018,73.84,75.56,73.57,74.35,9611066,CVS
07-02-2018,117.4,119.27,115.23,115.29,11535704,CVX
07-02-2018,149.98,151.77,147.92,148.1,1992643,CXO
07-02-2018,74.77,76.075,74.32,74.99,18908378,C
07-02-2018,52.83,54.45,52.8,53.85,8995436,DAL
07-02-2018,161.17,164.16,160.91,161.44,2378814,DE
07-02-2018,75.67,77.57,75.67,76.63,1854947,DFS
07-02-2018,100.73,102.44,100.52,100.58,1431987,DGX
07-02-2018,97.51,99.53,97.45,97.88,2236393,DG
07-02-2018,46,47.43,45.87,46.29,8491098,DHI
07-02-2018,96.38,96.97,94.75,95.25,5337006,DHR
07-02-2018,23.89,24.49,22.81,23.12,5371789,DISCA
07-02-2018,22.69,23.26,21.78,21.95,2650823,DISCK
07-02-2018,44.75,45.69,44.09,45.1,4809805,DISH
07-02-2018,107.83,108.03,104.41,104.76,12444982,DIS
07-02-2018,104.23,106.6974,103.91,104.17,1335659,DLR
07-02-2018,107.07,108.7599,106.06,106.08,2124663,DLTR
07-02-2018,99.56,101.4518,99.195,99.92,1477445,DOV
07-02-2018,118.38,119.15,118,118,2981774,DPS
07-02-2018,25.43,25.91,25.3,25.37,2988419,DRE
07-02-2018,93.85,96.225,93.825,95.08,1213546,DRI
07-02-2018,99.29,100.55,99.04,99.27,1157299,DTE
07-02-2018,74.46,75.56,74.18,74.4,4840376,DUK
07-02-2018,73.85,75.64,73.6583,74.66,1010894,DVA
07-02-2018,38.37,38.92,36.74,36.76,8469519,DVN
07-02-2018,70.96,72.14,70.52,70.6,11215147,DWDP
07-02-2018,95.58,97.59,95.46,96.08,1543277,DXC
07-02-2018,73.98,74.85,73.4,73.76,4913873,D
07-02-2018,122.86,125,122.18,123.05,4066883,EA
07-02-2018,42.67,43.12,42.23,42.33,11379218,EBAY
07-02-2018,130.94,135.43,130.94,133.12,2052260,ECL
07-02-2018,75.79,76.61,75.25,75.26,2643065,ED
07-02-2018,118.23,120.65,117.38,117.6,1126318,EFX
07-02-2018,60.14,60.97,59.55,59.69,3077462,EIX
07-02-2018,136.83,137.5,133.985,134.71,2835714,EL
07-02-2018,98.6,100.39,98.36,98.98,1598353,EMN
07-02-2018,69.41,70.52,68.731,68.96,4045693,EMR
07-02-2018,108.42,109.71,105.76,105.78,4666029,EOG
07-02-2018,430,438.05,425.8,426.08,424157,EQIX
07-02-2018,57.66,58.57,56.85,56.86,2799116,EQR
07-02-2018,49.46,49.95,47.13,47.65,4853511,EQT
07-02-2018,75.38,76.33,74.92,74.95,3692983,ESRX
07-02-2018,218.82,223.51,217.52,217.81,540263,ESS
07-02-2018,57.55,58.21,56.88,56.89,3236268,ES
07-02-2018,51.98,52.64,51.42,51.55,2645886,ETFC
07-02-2018,82.32,84.38,81.59,81.62,3908996,ETN
07-02-2018,72.79,74.46,72.61,72.77,1759927,ETR
07-02-2018,34.76,35.48,34.61,34.82,1483333,EVHC
07-02-2018,126.75,131.78,126.05,129.7,1956602,EW
07-02-2018,36.47,37.69,36.09,36.15,8553380,EXC
07-02-2018,61.64,62.92,61.38,62.13,1621406,EXPD
07-02-2018,127.13,132.441,126.53,129.33,3157948,EXPE
07-02-2018,79.52,81.1,79.28,80.42,1103119,EXR
07-02-2018,52.83,53.95,52.72,53.24,2734556,FAST
07-02-2018,64.02,64.87,63.28,63.4,3292289,FBHS
07-02-2018,184.15,185.0817,179.95,180.18,27601886,FB
07-02-2018,18.37,18.48,17.775,17.86,31024247,FCX
07-02-2018,248.96,254.47,248.51,251.15,1520067,FDX
07-02-2018,30.86,31.33,30.77,30.81,6409343,FE
07-02-2018,139.16,142.46,138.98,141.39,933167,FFIV
07-02-2018,129.78,130.985,128.57,129.17,2376103,FISV
07-02-2018,95.74,98.21,95.48,96.77,3099796,FIS
07-02-2018,31.94,32.79,31.83,32.34,5545899,FITB
07-02-2018,48.12,49.22,48.12,48.4,865531,FLIR
07-02-2018,56.88,57.86,56.88,57.04,1465541,FLR
07-02-2018,41.86,42.42,41.53,41.55,1821225,FLS
07-02-2018,47.7,48.95,47.4,48.01,3217191,FL
07-02-2018,84.87,85.96,83.76,83.97,905383,FMC
07-02-2018,36.84,37.41,35.99,36.06,7492267,FOXA
07-02-2018,36.41,36.96,35.62,35.7,4004218,FOX
07-02-2018,112.2,114.2,111.25,111.34,639700,FRT
07-02-2018,31.56,32.14,30.41,30.48,6863966,FTI
07-02-2018,71.92,73.05,71.68,71.69,2533280,FTV
07-02-2018,10.75,11.04,10.7,10.76,68041787,F
07-02-2018,212.41,218.615,212.01,214.95,1962078,GD
07-02-2018,15.31,15.52,15.25,15.25,76007223,GE
07-02-2018,21.58,22.53,21.58,21.97,5690968,GGP
07-02-2018,79.67,84.58,79.35,82.76,20315603,GILD
07-02-2018,55.47,56.24,54.62,54.65,3503015,GIS
07-02-2018,29.66,30.4,29.6,29.82,11510843,GLW
07-02-2018,41.8,43.56,41.65,42.39,19402866,GM
07-02-2018,1084.97,1086.53,1054.62,1055.41,2597094,GOOGL
07-02-2018,1081.54,1081.78,1048.26,1048.58,2369232,GOOG
07-02-2018,99.96,101.83,99.17,99.27,1025756,GPC
07-02-2018,105.43,108.06,105.43,106.32,770089,GPN
07-02-2018,32.2,33.05,31.84,32.62,3988817,GPS
07-02-2018,63.4,63.85,61.1,63.08,1630082,GRMN
07-02-2018,255.9,261.95,255.66,257.1,4125037,GS
07-02-2018,33.14,33.88,33.01,33.47,4053834,GT
07-02-2018,259.01,262.51,256.66,259.89,1038423,GWW
07-02-2018,50.77,51.41,49.675,49.69,8631553,HAL
07-02-2018,92.5,103.39,92.1,102.22,7270568,HAS
07-02-2018,15.47,15.77,15.45,15.64,14957061,HBAN
07-02-2018,21.74,22.645,21.53,21.96,13326475,HBI
07-02-2018,98.26,100.3,98,98.4,1895121,HCA
07-02-2018,57.11,58.1,56.43,56.55,3239714,HCN
07-02-2018,23.39,23.89,23.24,23.38,5312359,HCP
07-02-2018,190.73,194.515,189.72,191.29,6016847,HD
07-02-2018,45.99,46.83,43.99,44.11,4564766,HES
07-02-2018,54.84,56.57,54.78,55.86,2412088,HIG
07-02-2018,227.67,238.435,227.41,234.82,364670,HII
07-02-2018,80.99,83.28,80.54,82.02,3526731,HLT
07-02-2018,48.3,49.05,48.02,48.48,2263359,HOG
07-02-2018,40.15,40.78,40.14,40.45,2657711,HOLX
07-02-2018,151.39,154.53,151.01,151.19,3171943,HON
07-02-2018,15.67,15.785,15.33,15.56,13112576,HPE
07-02-2018,21.36,21.525,21.0475,21.21,11838988,HPQ
07-02-2018,68.71,70.28,67.03,67.47,2176194,HP
07-02-2018,25.04,25.91,25,25.74,3764506,HRB
07-02-2018,32.71,33.505,32.6,32.74,3304752,HRL
07-02-2018,148.44,153.88,147.37,152.79,1165550,HRS
07-02-2018,73.08,74.5,72.91,72.97,1764506,HSIC
07-02-2018,19.36,19.78,19.3,19.45,6285763,HST
07-02-2018,101,101.33,99.03,99.04,1664127,HSY
07-02-2018,263,268.39,260,264.9,1686540,HUM
07-02-2018,154.17,155.34,153.28,153.85,6149207,IBM
07-02-2018,70.23,72.56,70.23,70.72,4418942,ICE
07-02-2018,179.58,180.43,175.71,176.83,681545,IDXX
07-02-2018,141.97,144.86,141.42,142.7,352295,IFF
07-02-2018,218.85,223.64,216.77,221.2,1116021,ILMN
07-02-2018,87.25,88.05,86.09,86.34,1254563,INCY
07-02-2018,45.54,46.145,45.14,45.17,1657559,INFO
07-02-2018,44.58,46.3,44.34,45.2,37508414,INTC
07-02-2018,159.75,165.305,159.14,161.29,1673535,INTU
07-02-2018,20.96,21.67,20.94,21.3,4599153,IPG
07-02-2018,59.33,60.5995,59.1322,59.25,3871397,IP
07-02-2018,98.19,100.25,98.16,98.21,904991,IQV
07-02-2018,32.95,33.93,32.71,33.18,2566697,IRM
07-02-2018,91.73,93.61,91.15,91.19,2110075,IR
07-02-2018,407.12,410.88,396.34,399.53,770645,ISRG
07-02-2018,163.65,167.65,163.12,163.44,1631676,ITW
07-02-2018,123.13,123.98,119.41,119.45,1640484,IT
07-02-2018,33.54,34.36,33.43,33.46,4163004,IVZ
07-02-2018,115.86,119.16,115.83,117.95,1355671,JBHT
07-02-2018,37.51,38.235,37.45,37.6,5186837,JCI
07-02-2018,64.1,67.1,62.92,66.01,2075078,JEC
07-02-2018,131.89,133.43,131.35,131.42,10550411,JNJ
07-02-2018,25.51,25.73,25.26,25.39,3196055,JNPR
07-02-2018,111.55,114.45,111.146,112.87,21878324,JPM
07-02-2018,49.35,50.15,48.5,49.3,2221331,JWN
07-02-2018,20.92,21.45,20.85,21.13,12236177,KEY
07-02-2018,73.84,74.71,73.52,73.55,6753689,KHC
07-02-2018,14.67,14.9406,14.51,14.52,5589427,KIM
07-02-2018,104.37,105.43,102.07,102.66,1631087,KLAC
07-02-2018,114.12,115.02,112.25,112.36,2418910,KMB
07-02-2018,17.3,17.54,17.23,17.29,19359688,KMI
07-02-2018,64.89,66.06,64.59,65.4,1880342,KMX
07-02-2018,69.59,69.95,64.73,66.11,6724702,KORS
07-02-2018,44.58,45.495,44.28,44.56,18041614,KO
07-02-2018,29.05,29.46,28.835,28.9,7550458,KR
07-02-2018,62.9,63.99,62.43,62.92,3077339,KSS
07-02-2018,106.59,108.265,106.59,107.1,1326764,KSU
07-02-2018,65.17,66.7,64.16,64.21,4871263,K
07-02-2018,47.99,49.88,47.6,49.11,4587041,LB
07-02-2018,45.34,47.04,45.23,45.78,2719608,LEG
07-02-2018,60.67,63.4,60.385,60.91,8414343,LEN
07-02-2018,169.21,174.835,168.57,169.66,890969,LH
07-02-2018,40.31,41.02,40.07,40.35,1289338,LKQ
07-02-2018,201.76,209.96,201.235,207.69,1020035,LLL
07-02-2018,77.76,78.56,76.71,76.72,8240329,LLY
07-02-2018,338.29,350.34,337.82,345.43,2052913,LMT
07-02-2018,78.03,79.85,77.78,78.51,1732133,LNC
07-02-2018,37.5,38.04,37.35,37.5,1891515,LNT
07-02-2018,100,102.32,99.745,99.92,5257259,LOW
07-02-2018,175.83,179.43,171.6,171.63,3403275,LRCX
07-02-2018,24.58,25.42,24.58,25.01,2243384,LUK
07-02-2018,58.05,59.04,57.89,57.89,4473171,LUV
07-02-2018,113.13,114.225,110.2,110.27,3163677,LYB
07-02-2018,47.6,48.645,47.6,47.86,2184784,L
07-02-2018,88.8,90.2,87.85,87.93,845852,MAA
07-02-2018,59.41,61.78,59.36,60.19,1924947,MAC
07-02-2018,139.25,142.77,138.6601,139.64,1806395,MAR
07-02-2018,42.14,43.31,42.07,42.69,4555425,MAS
07-02-2018,16.67,17.55,16.62,17,10815610,MAT
07-02-2018,169,172.61,167.45,168.73,4364793,MA
07-02-2018,164.86,168.26,164.52,165.71,4974029,MCD
07-02-2018,87.55,89,82.81,82.91,13625175,MCHP
07-02-2018,151.61,156.29,151.29,152.83,1485211,MCK
07-02-2018,157.02,161.25,156.43,157.98,1034040,MCO
07-02-2018,44.29,44.78,43.85,44.05,8322178,MDLZ
07-02-2018,81.4,82.96,81.29,81.35,5929949,MDT
07-02-2018,45.95,46.93,45.83,46.26,9027933,MET
07-02-2018,34.82,35.47,34.57,34.68,6697687,MGM
07-02-2018,267.04,270.92,266.06,267.66,758689,MHK
07-02-2018,102.04,104.37,102.03,102.66,1034730,MKC
07-02-2018,209.34,219.03,208.89,218.85,1215255,MLM
07-02-2018,82.04,83.42,81.84,82.16,2722942,MMC
07-02-2018,233.19,237.52,232.821,233.19,2885570,MMM
07-02-2018,63.73,65.11,63.58,64.55,2931090,MNST
07-02-2018,119,121.5,118.96,120.41,3940041,MON
07-02-2018,25.05,25.69,24.92,25.25,4474487,MOS
07-02-2018,66.45,68.21,66.27,66.79,8352935,MO
07-02-2018,66.96,67.64,64.94,65.09,5065003,MPC
07-02-2018,55.17,56.71,55.09,55.88,13692483,MRK
07-02-2018,17.16,17.645,16.32,16.33,17435450,MRO
07-02-2018,90.49,91.77,89.2,89.61,41107592,MSFT
07-02-2018,102.78,104.16,102.34,102.63,2096190,MSI
07-02-2018,53.92,55.71,53.89,54.55,11541733,MS
07-02-2018,183.83,187.35,183.53,184.97,512533,MTB
07-02-2018,636.71,649.71,636.71,641.96,166025,MTD
07-02-2018,43.26,43.56,41.74,42.01,51354784,MU
07-02-2018,40.52,41.08,39.95,40.45,5188482,MYL
07-02-2018,24.1,24.985,24.05,24.76,8930414,M
07-02-2018,13.66,14.25,13.66,14.04,4277484,NAVI
07-02-2018,28.09,28.63,27.07,27.08,6199632,NBL
07-02-2018,57.93,59.01,57.53,57.74,1518687,NCLH
07-02-2018,77.52,78.65,77.24,77.27,1454143,NDAQ
07-02-2018,149.61,150.68,147.89,148.09,2878725,NEE
07-02-2018,37.62,37.86,36.88,37.03,8964032,NEM
07-02-2018,266.58,272.45,264.325,264.56,8981548,NFLX
07-02-2018,29.57,29.93,28.46,28.53,3800172,NFX
07-02-2018,23.27,23.65,23.08,23.09,4045640,NI
07-02-2018,65.15,66.841,65.1,65.63,8845725,NKE
07-02-2018,36.79,37.93,36.75,37.56,6865187,NLSN
07-02-2018,326.76,342.14,326.01,337.66,2099891,NOC
07-02-2018,35.23,36.1,33.93,34.05,5037110,NOV
07-02-2018,26.73,27.04,25.32,25.36,12115754,NRG
07-02-2018,142.09,144.45,141.371,142.68,1464540,NSC
07-02-2018,57.68,58.72,57.22,57.63,2395719,NTAP
07-02-2018,100.66,103.21,100.65,100.73,1515519,NTRS
07-02-2018,63.41,64.1891,62.92,62.92,3153179,NUE
07-02-2018,229.58,234.97,226.7,228.8,20073316,NVDA
07-02-2018,28.62,30.17,28.57,29.46,16507063,NWL
07-02-2018,16.21,16.355,15.97,16.06,2698050,NWSA
07-02-2018,16.35,16.55,16.15,16.3,519776,NWS
07-02-2018,56.33,57.54,56.32,56.58,2495371,OKE
07-02-2018,73.99,76.31,73.64,75.38,2143581,OMC
07-02-2018,49.2,49.85,48.82,48.87,15138042,ORCL
07-02-2018,254.03,258.4,250.51,252.08,1735146,ORLY
07-02-2018,71.48,72.2,69.85,69.87,5630286,OXY
07-02-2018,50.1,50.95,48.89,48.92,5867148,O
07-02-2018,63.9,65.9457,63.68,64.74,2691333,PAYX
07-02-2018,19.05,19.39,18.97,19.2,3537968,PBCT
07-02-2018,69.71,70.66,68.64,68.69,3000490,PCAR
07-02-2018,39.82,40.345,39.33,39.48,5693490,PCG
07-02-2018,1847.39,1900.37,1836.68,1882.68,491231,PCLN
07-02-2018,34.22,34.72,33.83,33.85,1163088,PDCO
07-02-2018,47.59,48.48,47.54,47.7,3299967,PEG
07-02-2018,113.97,115.77,112.75,113.5,4931420,PEP
07-02-2018,35.13,35.65,34.97,34.98,29370002,PFE
07-02-2018,64.1,65.49,63.85,63.92,1630386,PFG
07-02-2018,52.78,54.1,52.55,53.4,4334460,PGR
07-02-2018,82.3,83.39,81.82,81.84,11851841,PG
07-02-2018,30.08,31.02,29.9,29.91,5598456,PHM
07-02-2018,186.26,188.33,183.17,183.31,1506599,PH
07-02-2018,118.55,119.91,117.13,117.13,1001342,PKG
07-02-2018,75.41,76.78,75.02,75.77,1114286,PKI
07-02-2018,60.55,61.91,59.97,60.04,4137502,PLD
07-02-2018,99.9,101.61,98.5,98.88,5916838,PM
07-02-2018,153.75,156.87,153.39,155,2495546,PNC
07-02-2018,68.12,69.59,68.12,68.65,1643763,PNR
07-02-2018,75.22,76.45,75.12,75.16,984395,PNW
07-02-2018,113.86,116.74,113.48,114.13,2223283,PPG
07-02-2018,30.13,30.655,29.96,30.27,7250413,PPL
07-02-2018,87.2,88.43,86.98,87.52,744747,PRGO
07-02-2018,110.22,112.51,109.7,111.17,2262204,PRU
07-02-2018,184.65,188.62,183.76,185.35,1021658,PSA
07-02-2018,96.82,98.09,95.59,95.61,2199665,PSX
07-02-2018,152.8,152.8,149.03,149.21,784635,PVH
07-02-2018,35,35.6,34.42,34.45,2807776,PWR
07-02-2018,181.78,184.67,175.65,176.2,3635630,PXD
07-02-2018,154.56,154.78,150,150.01,2248013,PX
07-02-2018,75.35,77.58,74.94,75.59,11988019,PYPL
07-02-2018,64.22,66.12,64.02,65.04,15021211,QCOM
07-02-2018,78.75,80.02,78.07,78.09,3619025,QRVO
07-02-2018,127.69,130.09,127.16,128.52,1761740,RCL
07-02-2018,338.8,343.378,331.09,334.61,1022570,REGN
07-02-2018,57.83,59.11,57.5,57.53,1472932,REG
07-02-2018,242.31,250.68,242.23,246.7,669237,RE
07-02-2018,18.55,19.2,18.51,18.96,14037332,RF
07-02-2018,55.73,56.75,55.42,56.22,1843967,RHI
07-02-2018,128.08,130.69,127.82,128.81,1460900,RHT
07-02-2018,90.78,92.79,90.78,91.05,724900,RJF
07-02-2018,107.12,109.06,106.8,107.7,1110938,RL
07-02-2018,93.32,94.93,92.56,92.59,845935,RMD
07-02-2018,187.99,191.63,187.24,188.78,984190,ROK
07-02-2018,267.91,272.85,266.19,266.19,616672,ROP
07-02-2018,77.7,79.34,77.2,77.99,2219160,ROST
07-02-2018,13.8,14.04,13.1,13.12,10740157,RRC
07-02-2018,64.56,65.69,64.485,64.6,2525991,RSG
07-02-2018,201.15,208.55,201.15,204.32,2264090,RTN
07-02-2018,165.15,168.6,165.15,166.51,1075498,SBAC
07-02-2018,55.08,55.43,54.44,54.46,13927022,SBUX
07-02-2018,37.59,38.77,35.93,36.66,2570593,SCG
07-02-2018,51.79,53.02,51.64,52.03,10182203,SCHW
07-02-2018,44.28,45.1999,43.96,44.36,3915371,SEE
07-02-2018,405.71,411,402.63,403.48,793075,SHW
07-02-2018,49.54,51.06,49.46,50.14,1744606,SIG
07-02-2018,119.27,121.19,119.03,119.83,1341496,SJM
07-02-2018,71.15,72.53,69.62,69.75,7344965,SLB
07-02-2018,93.18,94.75,92.78,92.86,1100825,SLG
07-02-2018,166.77,170.76,166.42,166.63,865188,SNA
07-02-2018,87.46,88.45,87.05,87.2,794281,SNI
07-02-2018,86.89,87.68,85.82,85.85,1431449,SNPS
07-02-2018,43.39,43.93,43.184,43.34,10125322,SO
07-02-2018,179.79,185.38,175.02,182.69,2406019,SPGI
07-02-2018,155.79,158.5,154.76,154.86,2055725,SPG
07-02-2018,71.26,73.45,71,72.84,1318577,SRCL
07-02-2018,103.41,105.105,103.02,104.09,3910457,SRE
07-02-2018,67.98,70.415,67.85,69.01,6349166,STI
07-02-2018,103.73,106.09,103.42,103.52,2110359,STT
07-02-2018,49.2,50.61,48.79,49.55,6042727,STX
07-02-2018,215.75,217.49,214.05,214.15,1791745,STZ
07-02-2018,103.5,104.39,101.35,101.35,3704691,SWKS
07-02-2018,161.66,163.0332,159.65,159.74,1304959,SWK
07-02-2018,37.44,38.19,37.3,37.5,8031493,SYF
07-02-2018,153.6,156.76,153.27,153.67,1607912,SYK
07-02-2018,27.08,27.41,26.55,26.58,5519943,SYMC
07-02-2018,59.42,60.01,58.4,58.43,3558986,SYY
07-02-2018,77.61,78.21,75.79,76.16,2525070,TAP
07-02-2018,290.61,300.84,288.62,292.1,560780,TDG
07-02-2018,98.86,101.6,98.42,99.61,1996806,TEL
07-02-2018,72.53,74.145,72.34,73.25,6521872,TGT
07-02-2018,102.92,105.4,102.175,103.08,974594,TIF
07-02-2018,76.24,77.16,75.77,76.2,6012131,TJX
07-02-2018,83.06,84.44,82.71,83.28,976490,TMK
07-02-2018,208.34,211.2,206.13,207.55,1653024,TMO
07-02-2018,48.93,50.71,48.93,50.1,7974146,TPR
07-02-2018,40.51,41.34,40,41.05,4229383,TRIP
07-02-2018,106.92,108.88,106.32,106.52,2331828,TROW
07-02-2018,140.08,143.9372,139.96,142.14,3034197,TRV
07-02-2018,67.1,68,66.881,67.37,2375942,TSCO
07-02-2018,73.81,74.99,73.26,73.38,2441658,TSN
07-02-2018,85.08,86.7,84.88,85.37,1505266,TSS
07-02-2018,95.17,96.47,94.96,95.11,5192796,TWX
07-02-2018,104.6,105.68,101.91,101.98,10009109,TXN
07-02-2018,57.01,58.83,56.95,57.91,1857372,TXT
